item,list,exp,integrated,related,n2num,text,animacy,LengthChar-Head,LengthChar-Prep,LengthChar-Adj,LengthChar-Noun,LengthPhon-Head,LengthPhon-Prep,LengthPhon-Adj,LengthPhon-Noun,LengthSylHead,LengthSyll-Prep,LengthSyll-Adj,LengthSyll-Noun,Freq1Mil-Head,FreqMil-Prep,FreqMil-Adj,FreqMil-N1,LogFr-Head,LogFreq-Prep,LogFreq-Adj,LogFreq-N1,RelatedHL,RelatedLH,Integrated,Ass%-H-L,Ass%-L-HP,Ass%-L-HS,AssArc-H-L,AssArc-L-HP,AssArc-L-HS,Plausibility,errnd,errd,errcornd,errcord
30,5,Prop,unint,unrel,sing,The window near the stylish painting,I,6,5,7,8,5,4,7,6,2,1,2,2,85.84,59.14,2.14,24.31,1.94,1.78,0.5,1.4,3.42,2.75,2.75,0,0,0,0,0,0,5.19,0,0,17,18
31,2,Prop,unint,assoc,plur,The rifle beside the expensive targets,I,5,6,9,7,6,6,9,7,2,2,3,2,14.45,14.96,27.92,6.65,1.19,1.2,1.46,0.88,4.75,4.92,4.75,0,0,0,0,0,0,5.56,1,1,11,13
31,3,Prop,unint,assoc,sing,The rifle beside the expensive target,I,5,6,9,6,6,6,9,6,2,2,3,2,14.45,14.96,27.92,34.78,1.19,1.2,1.46,1.55,5.5,5.67,4.5,0,0,0,0,0,0,5.81,0,0,14,15
31,6,Prop,unint,rel,plur,The rifle beside the expensive triggers,I,5,6,9,8,6,6,9,7,2,2,3,2,14.45,14.96,27.92,0.61,1.19,1.2,1.46,0.21,5.67,5.71,4.25,0,0,0,0,0,0,4.13,0,0,5,7
31,1,Prop,unint,rel,sing,The rifle beside the expensive trigger,I,5,6,9,7,6,6,9,6,2,2,3,2,14.45,14.96,27.92,14.65,1.19,1.2,1.46,1.19,5.81,6.33,4.63,0,0,0,0,0,0,3.5,0,0,10,10
31,4,Prop,unint,unrel,plur,The rifle beside the expensive trophies,I,5,6,9,8,6,6,9,6,2,2,3,2,14.45,14.96,27.92,2.29,1.19,1.2,1.46,0.52,3.17,2.42,3.25,0,0,0,0,0,0,5.63,0,0,11,13
31,5,Prop,unint,unrel,sing,The rifle beside the expensive trophy,I,5,6,9,6,6,6,9,5,2,2,3,2,14.45,14.96,27.92,7.51,1.19,1.2,1.46,0.93,3.33,2.25,3.17,0,0,0,0,0,0,5.94,0,0,6,7
32,2,Prop,unint,assoc,plur,The banana near the melted sundaes,I,6,5,6,7,6,4,6,6,3,1,2,2,10.61,59.14,0.8,0.53,1.06,1.78,0.26,0.18,4,4.75,3.5,0,2.5,2.5,0,0.32,0.32,4.8,2,2,14,15
32,3,Prop,unint,assoc,sing,The banana near the melted sundae,I,6,5,6,6,6,4,6,5,3,1,2,2,10.61,59.14,0.8,1.59,1.06,1.78,0.26,0.41,2.92,4.83,4.75,0,0,5,0,0,0.45,5.81,0,0,12,14
32,6,Prop,unint,rel,plur,The banana near the messy peels,I,6,5,5,5,6,4,4,4,3,1,2,1,10.61,59.14,6.86,0.35,1.06,1.78,0.9,0.13,6.29,5.96,4.8,0,1.25,23.75,0,0.22,1.02,5.69,2,2,19,19
32,1,Prop,unint,rel,sing,The banana near the messy peel,I,6,5,5,4,6,4,4,3,3,1,2,1,10.61,59.14,6.86,2.29,1.06,1.78,0.9,0.52,6.04,6.17,5.35,10,16.25,16.25,0.64,0.83,0.83,3.81,0,0,16,17
32,4,Prop,unint,unrel,plur,The banana near the healthy drinks,I,6,5,8,6,6,4,5,6,3,1,2,1,10.61,59.14,24.71,29.37,1.06,1.78,1.41,1.48,2.75,2.83,4,0,0,0,0,0,0,5.94,0,0,17,17
32,5,Prop,unint,unrel,sing,The banana near the healthy drink,I,6,5,8,5,6,4,5,5,3,1,2,1,10.61,59.14,24.71,126.55,1.06,1.78,1.41,2.11,3.58,2.73,4.42,0,0,0,0,0,0,5.69,0,0,17,17
33,3,Prop,unint,assoc,plur,The car by the wide roads,I,3,2,4,5,3,3,4,4,1,1,1,1,482.41,1212.84,15.1,9.06,2.68,3.08,1.21,1,5.67,5.67,4,0,5,5,0,0.45,0.45,5.06,0,0,13,14
33,4,Prop,unint,assoc,sing,The car by the wide road,I,3,2,4,4,3,3,4,3,1,1,1,1,482.41,1212.84,15.1,111.57,2.68,3.08,1.21,2.05,5.58,6.08,5.33,5,7.5,2.5,0.45,0.55,0.32,5.94,0,0,13,14
33,1,Prop,unint,rel,plur,The car by the white bumpers,I,3,2,5,7,3,3,4,7,1,1,1,2,482.41,1212.84,140.88,0.31,2.68,3.08,2.15,0.12,6.24,6.14,4.08,0,17.5,17.5,0,0.86,0.86,3.94,1,1,15,17
33,2,Prop,unint,rel,sing,The car by the white bumper,I,3,2,5,6,3,3,4,6,1,1,1,2,482.41,1212.84,140.88,1.86,2.68,3.08,2.15,0.46,5.54,5.58,4.5,0,25,25,0,1.05,1.05,3.81,0,0,14,15
33,5,Prop,unint,unrel,plur,The car by the wide ramps,I,3,2,4,5,3,3,4,5,1,1,1,1,482.41,1212.84,15.1,0.41,2.68,3.08,1.21,0.15,5.25,4.33,3.42,0,2.5,0,0,0.32,0,5.44,0,0,10,10
33,6,Prop,unint,unrel,sing,The car by the wide ramp,I,3,2,4,4,3,3,4,4,1,1,1,1,482.41,1212.84,15.1,2.88,2.68,3.08,1.21,0.59,4.08,3.92,4.42,0,0,0,0,0,0,5.06,0,0,14,14
34,3,Prop,unint,assoc,plur,The dresser by the heavy mirrors,I,7,2,5,7,6,3,4,6,2,1,2,2,3.51,1212.84,47.04,4.61,0.65,3.08,1.68,0.75,4.67,3.67,4.25,0,0,0,0,0,0,5.94,1,1,12,13
34,4,Prop,unint,assoc,sing,The dresser by the heavy mirror,I,7,2,5,6,6,3,4,5,2,1,2,2,3.51,1212.84,47.04,23.69,0.65,3.08,1.68,1.39,4.83,4.83,3.92,2.5,0,0,0.32,0,0,5.88,1,1,16,16
34,1,Prop,unint,rel,plur,The dresser by the heavy drawers,I,7,2,5,7,6,3,4,5,2,1,2,1,3.51,1212.84,47.04,4.27,0.65,3.08,1.68,0.72,6.54,6.29,5.08,5,0,18.75,0.45,0,0.9,4.63,2,2,14,14
34,2,Prop,unint,rel,sing,The dresser by the heavy drawer,I,7,2,5,6,6,3,4,4,2,1,2,1,3.51,1212.84,47.04,12.98,0.65,3.08,1.68,1.15,6,6.33,4.25,6.25,11.25,11.25,0.51,0.68,0.68,3.63,0,0,13,16
34,5,Prop,unint,unrel,plur,The dresser by the heavy rugs,I,7,2,5,4,6,3,4,4,2,1,2,1,3.51,1212.84,47.04,1.24,0.65,3.08,1.68,0.35,3.75,4.17,2.83,0,0,0,0,0,0,5,0,0,16,18
34,6,Prop,unint,unrel,sing,The dresser by the heavy rug,I,7,2,5,3,6,3,4,3,2,1,2,1,3.51,1212.84,47.04,10.41,0.65,3.08,1.68,1.06,3.33,3.58,3.75,0,0,0,0,0,0,4.44,0,0,17,18
35,3,Prop,unint,assoc,plur,The atlas by the detailed globes,I,5,2,8,6,5,3,6,5,2,1,2,1,0.96,1212.84,3.27,0.35,0.29,3.08,0.63,0.13,5.67,5.75,5.08,0,0,0,0,0,0,5.56,2,2,8,10
35,4,Prop,unint,assoc,sing,The atlas by the detailed globe,I,5,2,8,5,5,3,6,4,2,1,2,1,0.96,1212.84,3.27,5.24,0.29,3.08,0.63,0.79,6,6.25,5,11.25,0,0,0.68,0,0,5.25,0,0,15,16
35,1,Prop,unint,rel,plur,The atlas by the detailed maps,I,5,2,8,4,5,3,6,4,2,1,2,1,0.96,1212.84,3.27,4.86,0.29,3.08,0.63,0.77,6.51,6.83,4.83,5,0,5,0.45,0,0.45,5.88,0,1,8,9
35,2,Prop,unint,rel,sing,The atlas by the detailed map,I,5,2,8,3,5,3,6,3,2,1,2,1,0.96,1212.84,3.27,30.61,0.29,3.08,0.63,1.5,6.08,6.5,4.29,32.5,5,5,1.21,0.45,0.45,5.06,0,0,15,15
35,5,Prop,unint,unrel,plur,The atlas by the detailed journals,I,5,2,8,8,5,3,6,8,2,1,2,2,0.96,1212.84,0.67,6.49,0.29,3.08,0.22,0.87,3.67,3.67,3.5,0,0,0,0,0,0,5.75,1,1,12,12
35,6,Prop,unint,unrel,sing,The atlas by the detailed journal,I,5,2,8,7,5,3,6,7,2,1,2,2,0.96,1212.84,0.67,8.61,0.29,3.08,0.22,0.98,4.5,3.42,3.08,0,0,0,0,0,0,5.63,0,0,12,12
36,3,Prop,unint,assoc,plur,The chain by the flimsy saws,I,5,2,6,4,4,3,6,3,1,1,2,1,20,1212.84,0.75,0.35,1.32,3.08,0.24,0.13,4.08,4.25,3.75,0,0,0,0,0,0,4.69,1,1,10,13
36,4,Prop,unint,assoc,sing,The chain by the flimsy saw,I,5,2,6,3,4,3,6,2,1,1,2,1,20,1212.84,0.75,6.92,1.32,3.08,0.24,0.9,3.92,4.33,3.42,2.5,0,0,0.32,0,0,4.88,0,0,16,16
36,1,Prop,unint,rel,plur,The chain by the flimsy links,I,5,2,6,5,4,3,6,5,1,1,2,1,20,1212.84,0.75,1.8,1.32,3.08,0.24,0.45,5.71,6.5,4.47,2.5,1.25,15,0.32,0.22,0.8,3.44,1,2,10,13
36,2,Prop,unint,rel,sing,The chain by the flimsy link,I,5,2,6,4,4,3,6,4,1,1,2,1,20,1212.84,0.75,7.31,1.32,3.08,0.24,0.92,5.78,6.38,4.16,10,20,20,0.64,0.93,0.93,3.27,0,0,12,12
36,5,Prop,unint,unrel,plur,The chain by the flimsy signs,I,5,2,6,5,4,3,6,5,1,1,2,1,20,1212.84,0.75,19.82,1.32,3.08,0.24,1.32,1.92,1.75,2.33,0,0,0,0,0,0,4.8,1,1,10,11
36,6,Prop,unint,unrel,sing,The chain by the flimsy sign,I,5,2,6,4,4,3,6,4,1,1,2,1,20,1212.84,0.75,64.12,1.32,3.08,0.24,1.81,3.08,1.58,2.25,0,0,0,0,0,0,4.44,0,0,13,15
37,4,Prop,unint,assoc,plur,The hose near the yellow hydrants,I,4,4,6,8,3,3,4,9,1,1,2,2,7.45,59.14,31.41,0.12,0.93,1.78,1.51,0.05,4.67,5.33,5,0,0,0,0,0,0,5.44,0,0,8,8
37,5,Prop,unint,assoc,sing,The hose near the yellow hydrant,I,4,4,6,7,3,3,4,8,1,1,2,2,7.45,59.14,31.41,1,0.93,1.78,1.51,0.3,4.92,5.92,4.5,0,0,2.5,0,0,0.32,6,0,0,7,8
37,2,Prop,unint,rel,plur,The hose near the yellow nozzles,I,4,4,6,7,3,3,4,6,1,1,2,2,7.45,59.14,31.41,0.25,0.93,1.78,1.51,0.1,5.42,5.96,4.33,0,1.25,26.25,0,0.22,1.08,4.56,1,1,5,5
37,3,Prop,unint,rel,sing,The hose near the yellow nozzle,I,4,4,6,6,3,3,4,5,1,1,2,2,7.45,59.14,31.41,0.39,0.93,1.78,1.51,0.14,5.75,6.29,4.17,1.25,31.25,31.25,0.22,1.19,1.19,4.56,0,0,11,11
37,6,Prop,unint,unrel,plur,The hose near the yellow helmets,I,4,4,6,7,3,3,4,7,1,1,2,2,7.45,59.14,31.41,2.02,0.93,1.78,1.51,0.48,1.33,2.17,3.25,0,0,0,0,0,0,4.5,0,0,13,14
37,1,Prop,unint,unrel,sing,The hose near the yellow helmet,I,4,4,6,6,3,3,4,6,1,1,2,2,7.45,59.14,31.41,9.33,0.93,1.78,1.51,1.01,2.92,1.83,2.08,0,0,0,0,0,0,4.94,1,1,10,11
38,4,Prop,unint,assoc,plur,The table by the rebuilt patios,I,5,3,7,6,5,4,6,6,2,1,2,3,105.2,1212.84,0.14,0,2.03,3.08,0.06,0,4.17,4.58,3.5,0,0,0,0,0,0,5.44,0,1,12,14
38,5,Prop,unint,assoc,sing,The table by the rebuilt patio,I,5,3,7,5,5,4,6,5,2,1,2,3,105.2,1212.84,0.14,2.59,2.03,3.08,0.06,0.55,4.33,4.5,4.27,0,0,2.5,0,0,0.32,5.44,0,0,16,18
38,2,Prop,unint,rel,plur,The table by the rebuilt legs,I,5,3,7,4,5,4,6,4,2,1,2,1,105.2,1212.84,0.14,55.43,2.03,3.08,0.06,1.75,5.04,5.71,4.71,2.5,0,0,0.32,0,0,4.44,1,1,11,14
38,3,Prop,unint,rel,sing,The table by the rebuilt leg,I,5,3,7,3,5,4,6,3,2,1,2,1,105.2,1212.84,0.14,56.29,2.03,3.08,0.06,1.76,5.54,5.33,5,5,2.5,2.5,0.45,0.32,0.32,3.69,0,0,11,12
38,6,Prop,unint,unrel,plur,The table by the rusty barrels,I,5,3,5,7,5,4,5,6,2,1,2,2,105.2,1212.84,4.45,2.75,2.03,3.08,0.74,0.57,2.25,2.33,2.17,0,0,0,0,0,0,4.69,1,1,16,19
38,1,Prop,unint,unrel,sing,The table by the rusty barrel,I,5,3,5,6,5,4,5,5,2,1,2,2,105.2,1212.84,4.45,10.25,2.03,3.08,0.74,1.05,2.73,2.83,2.17,0,0,0,0,0,0,5.69,0,0,17,18
39,4,Prop,unint,assoc,plur,The tree near the closed forts,I,4,4,6,5,3,3,5,5,1,1,1,1,64.12,59.14,7.59,0.39,1.81,1.78,0.93,0.14,3.25,4.08,2.92,0,0,2.5,0,0,0.32,5.31,2,3,13,15
39,5,Prop,unint,assoc,sing,The tree near the closed fort,I,4,4,6,4,3,3,5,4,1,1,1,1,64.12,59.14,7.59,6.61,1.81,1.78,0.93,0.88,4.08,3.42,2.83,0,0,5,0,0,0.45,5.94,0,0,15,15
39,2,Prop,unint,rel,plur,The tree near the cut limbs,I,4,4,3,5,3,3,3,4,1,1,1,1,64.12,59.14,0.49,2.59,1.81,1.78,0.17,0.55,5.79,6.04,4.46,0,2.5,11.25,0,0.32,0.68,5.69,1,2,12,16
39,3,Prop,unint,rel,sing,The tree near the cut limb,I,4,4,3,4,3,3,3,3,1,1,1,1,64.12,59.14,0.49,4.67,1.81,1.78,0.17,0.75,5.63,6.08,5.13,0,8.75,8.75,0,0.6,0.6,5.06,0,0,10,11
39,6,Prop,unint,unrel,plur,The tree near the closed gates,I,4,4,6,5,3,3,5,4,1,1,1,1,64.12,59.14,7.59,9.27,1.81,1.78,0.93,1.01,2.42,2,2.67,0,0,0,0,0,0,5.25,0,0,13,13
39,1,Prop,unint,unrel,sing,The tree near the closed gate,I,4,4,6,4,3,3,5,3,1,1,1,1,64.12,59.14,7.59,32.02,1.81,1.78,0.93,1.52,2.83,2.67,2.75,0,0,0,0,0,0,4.88,0,0,16,16
40,4,Prop,unint,assoc,plur,The book beside the tall shelves,I,4,6,4,7,3,6,3,5,1,2,1,1,171.55,14.96,32.25,2.71,2.24,1.2,1.52,0.57,5.08,5.17,4.42,0,17.5,7.5,0,0.86,0.55,5.06,1,1,16,17
40,5,Prop,unint,assoc,sing,The book beside the tall shelf,I,4,6,4,5,3,6,3,4,1,2,1,1,171.55,14.96,32.25,6.92,2.24,1.2,1.52,0.9,5.5,5.75,4.08,0,10,17.5,0,0.64,0.86,6.06,0,0,14,14
40,2,Prop,unint,rel,plur,The book beside the torn pages,I,4,6,4,5,3,6,4,6,1,2,1,1,171.55,14.96,1.45,13.53,2.24,1.2,0.39,1.16,6.54,6.54,4.83,3.75,13.75,23.75,0.39,0.76,1.02,4.5,0,0,16,17
40,3,Prop,unint,rel,sing,The book beside the torn page,I,4,6,4,4,3,6,4,4,1,2,1,1,171.55,14.96,1.45,32.88,2.24,1.2,0.39,1.53,6.42,6.51,4.75,0,31.25,31.25,0,1.19,1.19,3.06,0,0,15,15
40,6,Prop,unint,unrel,plur,The book beside the tall stacks,I,4,6,4,6,3,6,3,5,1,2,1,1,171.55,14.96,32.25,1.82,2.24,1.2,1.52,0.45,5.25,4.08,4.17,0,20,0,0,0.93,0,4.63,1,1,16,16
40,1,Prop,unint,unrel,sing,The book beside the tall stack,I,4,6,4,5,3,6,3,4,1,2,1,1,171.55,14.96,32.25,4.33,2.24,1.2,1.52,0.73,4.08,3.83,3.25,0,5,0,0,0.45,0,4.94,0,0,10,10
41,5,Prop,unint,assoc,plur,The couch by the thin televisions,I,5,2,4,11,5,3,3,10,1,1,1,4,23.22,1212.84,18.51,0.31,1.38,3.08,1.29,0.12,3.42,3.92,3.08,0,0,0,0,0,0,5,0,0,15,16
41,6,Prop,unint,assoc,sing,The couch by the thin television,I,5,2,4,10,5,3,3,9,1,1,1,4,23.22,1212.84,18.51,33.76,1.38,3.08,1.29,1.54,4.25,4.83,3.42,1.25,0,0,0.22,0,0,5.56,0,0,20,20
41,3,Prop,unint,rel,plur,The couch by the thin cushions,I,5,2,4,8,5,3,3,6,1,1,1,2,23.22,1212.84,18.51,1.16,1.38,3.08,1.29,0.33,6.13,5.33,4.25,1.25,1.25,23.75,0.22,0.22,1.02,4.94,0,0,18,18
41,4,Prop,unint,rel,sing,The couch by the thin cushion,I,5,2,4,7,5,3,3,5,1,1,1,2,23.22,1212.84,18.51,1.86,1.38,3.08,1.29,0.46,6.08,5.83,4.92,3.75,25,25,0.39,1.05,1.05,4.19,0,0,19,19
41,1,Prop,unint,unrel,plur,The couch by the big treadmills,I,5,2,3,10,5,3,3,8,1,1,1,2,23.22,1212.84,680.06,0.06,1.38,3.08,2.83,0.02,1.67,2.42,2.64,0,0,0,0,0,0,5.44,0,0,15,16
41,2,Prop,unint,unrel,sing,The couch by the big treadmill,I,5,2,3,9,5,3,3,7,1,1,1,2,23.22,1212.84,680.06,0.82,1.38,3.08,2.83,0.26,3.75,2.33,1.92,0,0,0,0,0,0,6,0,0,18,19
42,5,Prop,unint,assoc,plur,The sneaker beside the pink socks,I,7,6,4,5,6,6,4,4,2,2,1,1,0.67,14.96,26.96,18.25,0.22,1.2,1.45,1.28,5.67,6,4.67,0,0,0,0,0,0,5.88,3,4,14,16
42,6,Prop,unint,assoc,sing,The sneaker beside the pink sock,I,7,6,4,4,6,6,4,3,2,2,1,1,0.67,14.96,26.96,6.59,0.22,1.2,1.45,0.88,5.58,5.83,4,0,0,0,0,0,0,6.13,0,0,10,10
42,3,Prop,unint,rel,plur,The sneaker beside the pink shoelaces,I,7,6,4,9,6,6,4,7,2,2,1,3,0.67,14.96,26.96,1,0.22,1.2,1.45,0.3,6.17,6,4.96,0,2.5,0,0,0.32,0,5.81,2,2,7,8
42,4,Prop,unint,rel,sing,The sneaker beside the pink shoelace,I,7,6,4,8,6,6,4,5,2,2,1,2,0.67,14.96,26.96,0.67,0.22,1.2,1.45,0.22,6.08,6.04,4.92,0,3.75,3.75,0,0.39,0.39,4.75,0,0,12,13
42,1,Prop,unint,unrel,plur,The sneaker beside the pink skis,I,7,6,4,4,6,6,4,4,2,2,1,1,0.67,14.96,26.96,1.29,0.22,1.2,1.45,0.36,2.92,3.42,3.25,0,0,0,0,0,0,5.25,1,1,9,10
42,2,Prop,unint,unrel,sing,The sneaker beside the pink ski,I,7,6,4,3,6,6,4,3,2,2,1,1,0.67,14.96,26.96,5.22,0.22,1.2,1.45,0.79,3.08,2,2.33,0,0,0,0,0,0,5.38,0,0,12,12
43,5,Prop,unint,assoc,plur,The pencil by the colorful sharpeners,I,6,2,8,10,6,3,8,9,2,1,3,3,9.67,1212.84,3.14,0.04,1.03,3.08,0.62,0.02,5.75,4.92,4.58,0,7.5,35,0,0.55,1.27,5.8,2,2,14,17
43,6,Prop,unint,assoc,sing,The pencil by the colorful sharpener,I,6,2,8,9,6,3,8,8,2,1,3,3,9.67,1212.84,3.14,0.33,1.03,3.08,0.62,0.12,5.92,5.92,5,1.25,0,35,0.22,0,1.27,6.63,0,0,16,18
43,3,Prop,unint,rel,plur,The pencil by the colorful erasers,I,6,2,8,7,6,3,8,7,2,1,3,2,9.67,1212.84,3.14,0.33,1.03,3.08,0.62,0.12,6.33,6.46,4.38,0,7.5,22.5,0,0.55,0.99,6,0,0,14,15
43,4,Prop,unint,rel,sing,The pencil by the colorful eraser,I,6,2,8,6,6,3,8,6,2,1,3,3,9.67,1212.84,3.14,1,1.03,3.08,0.62,0.3,6.13,6.54,5,0,27.5,27.5,0,1.1,1.1,4.88,0,0,14,14
43,1,Prop,unint,unrel,plur,The pencil by the colorful staplers,I,6,2,8,8,6,3,8,9,2,1,3,2,9.67,1212.84,3.14,0.04,1.03,3.08,0.62,0.02,4.92,5,2.83,0,0,0,0,0,0,4.56,2,2,13,13
43,2,Prop,unint,unrel,sing,The pencil by the colorful stapler,I,6,2,8,7,6,3,8,8,2,1,3,2,9.67,1212.84,3.14,0.86,1.03,3.08,0.62,0.27,4.83,4.42,3.64,0,0,0,0,0,0,5.06,1,1,17,18
44,5,Prop,unint,assoc,plur,The backpack on the frayed books,I,8,2,6,5,6,2,4,4,2,1,1,1,3.63,4424.29,0.45,67.53,0.67,3.65,0.16,1.84,5.33,4.67,5.18,16.25,0,0,0.83,0,0,3.94,0,0,11,12
44,6,Prop,unint,assoc,sing,The backpack on the frayed book,I,8,2,6,4,6,2,4,3,2,1,1,1,3.63,4424.29,0.45,171.55,0.67,3.65,0.16,2.24,3.75,4.25,3.33,2.5,0,0,0.32,0,0,4.13,0,0,12,12
44,3,Prop,unint,rel,plur,The backpack on the frayed straps,I,8,2,6,6,6,2,4,6,2,1,1,1,3.63,4424.29,0.45,1.24,0.67,3.65,0.16,0.35,5.63,5.42,5.04,1.25,0,2.5,0.22,0,0.32,3.81,0,0,7,8
44,4,Prop,unint,rel,sing,The backpack on the frayed strap,I,8,2,6,5,6,2,4,5,2,1,1,1,3.63,4424.29,0.45,3.73,0.67,3.65,0.16,0.67,5.25,5.21,4.79,1.25,5,5,0.22,0.45,0.45,2.56,0,0,10,11
44,1,Prop,unint,unrel,plur,The backpack on the folded quilts,I,8,2,6,6,6,2,6,6,2,1,2,1,3.63,4424.29,0.51,0.31,0.67,3.65,0.18,0.12,1.83,2.25,2.17,0,0,0,0,0,0,4.19,0,0,15,15
44,2,Prop,unint,unrel,sing,The backpack on the folded quilt,I,8,2,6,5,6,2,6,5,2,1,2,1,3.63,4424.29,0.51,0.76,0.67,3.65,0.18,0.25,2.42,2.08,2.25,0,0,0,0,0,0,5.06,0,0,13,13
45,6,Prop,unint,assoc,plur,The skeleton near the locked closets,I,8,4,6,7,8,3,4,7,3,1,1,2,4.33,59.14,3.98,2.14,0.73,1.78,0.7,0.5,2.83,2.75,3.42,0,0,0,0,0,0,3.5,0,1,14,15
45,1,Prop,unint,assoc,sing,The skeleton near the locked closet,I,8,4,6,6,8,3,4,6,3,1,1,2,4.33,59.14,3.98,27.06,0.73,1.78,0.7,1.45,4.58,3.17,3.33,3.75,0,0,0.39,0,0,4.69,0,0,15,16
45,4,Prop,unint,rel,plur,The skeleton near the large bones,I,8,4,5,5,8,3,5,4,3,1,1,1,4.33,59.14,38.49,30.29,0.73,1.78,1.6,1.5,6.83,6.88,4.66,20,0,15,0.93,0,0.8,5.19,0,0,15,16
45,5,Prop,unint,rel,sing,The skeleton near the large bone,I,8,4,5,4,8,3,5,3,3,1,1,1,4.33,59.14,38.49,25.25,0.73,1.78,1.6,1.42,6.74,6.63,5.29,1.25,7.5,7.5,0.22,0.55,0.55,3.75,0,0,15,16
45,2,Prop,unint,unrel,plur,The skeleton near the locked classrooms,I,8,4,6,10,8,3,4,8,3,1,1,2,4.33,59.14,3.98,0.59,0.73,1.78,0.7,0.2,2.36,3,2.58,0,0,0,0,0,0,3.5,0,0,17,17
45,3,Prop,unint,unrel,sing,The skeleton near the locked classroom,I,8,4,6,9,8,3,4,7,3,1,1,2,4.33,59.14,3.98,4.45,0.73,1.78,0.7,0.74,3.25,2.5,2.83,0,0,0,0,0,0,4.25,0,0,14,14
46,6,Prop,unint,assoc,plur,The lamp beside the cheap desks,I,4,6,5,5,4,6,4,5,1,2,1,1,12.82,14.96,36.02,1.02,1.14,1.2,1.57,0.31,4.5,5.08,4.67,0,0,2.5,0,0,0.32,5.5,0,0,10,10
46,1,Prop,unint,assoc,sing,The lamp beside the cheap desk,I,4,6,5,4,4,6,4,4,1,2,1,1,12.82,14.96,36.02,43.86,1.14,1.2,1.57,1.65,4,4.67,3.83,2.5,0,5,0.32,0,0.45,6.25,0,0,12,13
46,4,Prop,unint,rel,plur,The lamp beside the cheap bulbs,I,4,6,5,5,4,6,4,5,1,2,1,1,12.82,14.96,36.02,1.71,1.14,1.2,1.57,0.43,6.25,6.08,5.19,0,0,0,0,0,0,4.63,0,0,14,14
46,5,Prop,unint,rel,sing,The lamp beside the cheap bulb,I,4,6,5,4,4,6,4,4,1,2,1,1,12.82,14.96,36.02,3.92,1.14,1.2,1.57,0.69,6,6.17,4.55,5,3.75,3.75,0.45,0.39,0.39,3.63,0,0,12,13
46,2,Prop,unint,unrel,plur,The lamp beside the cheap dolls,I,4,6,5,5,4,6,4,4,1,2,1,1,12.82,14.96,36.02,5.65,1.14,1.2,1.57,0.82,1.17,1.5,2.5,0,0,0,0,0,0,6,0,0,19,20
46,3,Prop,unint,unrel,sing,The lamp beside the cheap doll,I,4,6,5,4,4,6,4,3,1,2,1,1,12.82,14.96,36.02,24.31,1.14,1.2,1.57,1.4,2.08,1.58,1.33,0,0,0,0,0,0,5.94,0,0,12,12
47,6,Prop,unint,assoc,plur,The canoe by the weathered camps,I,5,2,9,5,4,3,6,5,2,1,2,1,3.53,1212.84,0.18,3.76,0.66,3.08,0.07,0.68,3.67,3.67,3.67,0,0,0,0,0,0,5.63,2,2,13,13
47,1,Prop,unint,assoc,sing,The canoe by the weathered camp,I,5,2,9,4,4,3,6,4,2,1,2,1,3.53,1212.84,0.18,46.39,0.66,3.08,0.07,1.68,3.08,4.42,3.42,3.75,0,0,0.39,0,0,5.56,0,0,13,16
47,4,Prop,unint,rel,plur,The canoe by the weathered oars,I,5,2,9,4,4,3,6,3,2,1,2,1,3.53,1212.84,0.18,1.08,0.66,3.08,0.07,0.32,5.96,5.46,4.83,0,0,5,0,0,0.45,6.27,0,0,15,15
47,5,Prop,unint,rel,sing,The canoe by the weathered oar,I,5,2,9,3,4,3,6,2,2,1,2,1,3.53,1212.84,0.18,0.67,0.66,3.08,0.07,0.22,6,6,4.33,1.25,8.75,8.75,0.22,0.6,0.6,5.25,0,0,8,11
47,2,Prop,unint,unrel,plur,The canoe by the well-worn trails,I,5,2,9,6,4,3,7,5,2,1,2,1,3.53,1212.84,0,1.78,0.66,3.08,0,0.44,4.17,3.75,3.42,0,0,0,0,0,0,5.44,0,0,12,13
47,3,Prop,unint,unrel,sing,The canoe by the well-worn trail,I,5,2,9,5,4,3,7,4,2,1,2,1,3.53,1212.84,0,17.18,0.66,3.08,0,1.26,4.67,3.5,3.25,0,0,0,0,0,0,5.63,0,0,9,9
48,6,Prop,unint,assoc,plur,The violin beside the pricey bows,I,6,6,6,4,7,6,6,4,3,2,2,1,4.76,14.96,0.63,1.45,0.76,1.2,0.21,0.39,4.92,4.83,5.08,0,0,0,0,0,0,5.44,2,2,11,12
48,1,Prop,unint,assoc,sing,The violin beside the pricey bow,I,6,6,6,3,7,6,6,3,3,2,2,1,4.76,14.96,0.63,11.73,0.76,1.2,0.21,1.1,5.67,5.17,5.17,3.75,0,0,0.39,0,0,5.94,0,0,8,10
48,4,Prop,unint,rel,plur,The violin beside the pricey strings,I,6,6,6,7,7,6,6,7,3,2,2,1,4.76,14.96,0.63,8.1,0.76,1.2,0.21,0.96,6.17,6.17,5,11.25,0,6.25,0.68,0,0.51,5,0,0,8,9
48,5,Prop,unint,rel,sing,The violin beside the pricey string,I,6,6,6,7,7,6,6,6,3,2,2,1,4.76,14.96,0.63,10.18,0.76,1.2,0.21,1.05,5.71,5.38,4.38,6.25,1.25,1.25,0.51,0.22,0.22,3.88,0,0,1,2
